city_ascii,lat,lng,country,iso3,population
Dubuque,42.5007,-90.7067,United States,USA,68573.0
Bossier City,32.5227,-93.6667,United States,USA,68554.0
Sabanalarga,10.64,-74.92,Colombia,COL,68535.0
Buckeye,33.4314,-112.6429,United States,USA,68453.0
Rockville,39.0834,-77.1553,United States,USA,68401.0
Broomfield,39.9541,-105.0527,United States,USA,68341.0
Turkmenbasy,40.023,52.9697,Turkmenistan,TKM,68292.0
Saldanha,-33.01,17.93,South Africa,ZAF,68284.0
Victoria,28.8285,-96.985,United States,USA,68271.0
Lodja,-3.4896,23.42,Congo (Kinshasa),COD,68244.0
Yorba Linda,33.889,-117.7713,United States,USA,68229.0
Otukpo,7.1904,8.13,Nigeria,NGA,68220.0
Ames,42.0258,-93.6216,United States,USA,68156.0
Daytona Beach,29.1994,-81.0982,United States,USA,68055.0
Concepcion del Uruguay,-32.48,-58.24,Argentina,ARG,67895.0
Chengjiao Chengguanzhen,34.4362,104.0306,China,CHN,67826.0
Carbondale,37.722,-89.2238,United States,USA,67807.0
Deva,45.8833,22.9167,Romania,ROU,67802.0
Ishim,56.1502,69.4498,Russia,RUS,67762.0
Hanover,39.8117,-76.9835,United States,USA,67679.0
Saratoga Springs,43.0674,-73.7775,United States,USA,67582.0
DeKalb,41.9314,-88.7482,United States,USA,67500.0
Soio,-6.1296,12.37,Angola,AGO,67491.0
Casper,42.842,-106.3207,United States,USA,67462.0
Kenner,30.0109,-90.2549,United States,USA,67451.0
Oktyabr'skiy,52.6636,156.2387,Russia,RUS,67386.0
Sherman,33.6266,-96.6195,United States,USA,67354.0
Petaluma,38.2423,-122.6267,United States,USA,67316.0
Tejen,37.3786,60.496,Turkmenistan,TKM,67294.0
Tzaneen,-23.8195,30.17,South Africa,ZAF,67245.0
Palo Alto,37.3913,-122.1467,United States,USA,67178.0
Weirton,40.406,-80.5671,United States,USA,67082.0
Bay City,43.5903,-83.8886,United States,USA,67059.0
Narva,59.3776,28.1603,Estonia,EST,66980.0
Apatity,67.5731,33.393,Russia,RUS,66907.0
Kati,12.7504,-8.08,Mali,MLI,66895.0
Aleksin,54.5143,37.0944,Russia,RUS,66885.0
Old Bridge,40.4004,-74.3126,United States,USA,66880.0
Kissidougou,9.1905,-10.12,Guinea,GIN,66815.0
Bani,18.28,-70.331,Dominican Republic,DOM,66709.0
Las Heras,-32.825,-68.8017,Argentina,ARG,66663.0
Eagan,44.8169,-93.1638,United States,USA,66627.0
Los Lunas,34.8115,-106.7803,United States,USA,66613.0
Mansehra,34.3418,73.1968,Pakistan,PAK,66486.0
Poinciana,28.1217,-81.482,United States,USA,66465.0
Corvallis,44.5696,-123.2781,United States,USA,66441.0
Rogers,36.3172,-94.1518,United States,USA,66430.0
Lake Elsinore,33.6846,-117.3344,United States,USA,66411.0
Kungur,57.4348,56.9543,Russia,RUS,66389.0
Klintsy,52.7652,32.2448,Russia,RUS,66336.0
Laguna Niguel,33.5275,-117.705,United States,USA,66334.0
Neryungri,56.674,124.7104,Russia,RUS,66320.0
Huinan,42.6229,126.2614,China,CHN,66315.0
Leninogorsk,54.5987,52.4487,Russia,RUS,66263.0
P'yongsan,38.3367,126.3866,"Korea, North",PRK,66260.0
Grand Forks,47.9221,-97.0887,United States,USA,66159.0
Moron,22.1099,-78.6275,Cuba,CUB,66060.0
Middletown,40.3897,-74.0813,United States,USA,65952.0
Lesosibirsk,58.2433,92.4833,Russia,RUS,65945.0
North Little Rock,34.7807,-92.2372,United States,USA,65911.0
Lahat,-3.8,103.5333,Indonesia,IDN,65906.0
Rockhampton,-23.3639,150.52,Australia,AUS,65850.0
Chabahar,25.3004,60.6299,Iran,IRN,65801.0
Alpharetta,34.0703,-84.2738,United States,USA,65799.0
Polevskoy,56.4434,60.188,Russia,RUS,65770.0
Sodo,6.9,37.75,Ethiopia,ETH,65737.0
Great Falls,47.5022,-111.2995,United States,USA,65624.0
Longview,46.146,-122.963,United States,USA,65619.0
West Des Moines,41.5522,-93.7805,United States,USA,65608.0
Pyapon,16.2933,95.6829,Burma,MMR,65601.0
Rio Negro,-26.1,-49.79,Brazil,BRA,65597.0
Prince George,53.9167,-122.7667,Canada,CAN,65558.0
Shawnee,39.0158,-94.8076,United States,USA,65513.0
Bani Walid,31.7704,13.99,Libya,LBY,65392.0
Kumertau,52.7748,55.7843,Russia,RUS,65321.0
San Clemente,33.4498,-117.6103,United States,USA,65267.0
Birnin Konni,13.7904,5.2599,Niger,NER,65252.0
Michigan City,41.7098,-86.8705,United States,USA,65144.0
Carmichael,38.6337,-121.323,United States,USA,65091.0
Ji-Parana,-10.8333,-61.967,Brazil,BRA,65016.0
Boras,57.7304,12.92,Sweden,SWE,65008.0
Jupiter,26.9199,-80.1128,United States,USA,64976.0
Krasnotur'insk,59.7948,60.4848,Russia,RUS,64878.0
Tan-Tan,28.4304,-11.1,Morocco,MAR,64868.0
Wellington,26.6464,-80.2706,United States,USA,64848.0
Rocklin,38.8075,-121.2488,United States,USA,64838.0
Rafha,29.6202,43.4948,Saudi Arabia,SAU,64755.0
Rocky Mount,35.9676,-77.8047,United States,USA,64732.0
Fairbanks,64.8353,-147.6534,United States,USA,64732.0
Elmira,42.0938,-76.8097,United States,USA,64664.0
Binga,2.3834,20.42,Congo (Kinshasa),COD,64639.0
Mayaguez,18.2003,-67.1397,Puerto Rico,PRI,64624.0
Johnstown,40.3258,-78.9194,United States,USA,64615.0
Blaine,45.1696,-93.2078,United States,USA,64557.0
Puerto Madryn,-42.77,-65.04,Argentina,ARG,64555.0
Sammamish,47.6019,-122.0419,United States,USA,64548.0
Eden Prairie,44.8488,-93.4595,United States,USA,64400.0
Tikhoretsk,45.8531,40.1377,Russia,RUS,64387.0
Redmond,47.6762,-122.1169,United States,USA,64291.0
Glens Falls,43.3109,-73.6459,United States,USA,64287.0
Parkersburg,39.2624,-81.5419,United States,USA,64253.0
Qinggang,46.69,126.1,China,CHN,64182.0
Gloucester,39.7924,-75.0363,United States,USA,64034.0
Mazabuka,-15.86,27.76,Zambia,ZMB,64006.0
Colon,22.7196,-80.9058,Cuba,CUB,63882.0
Tulare,36.1996,-119.3401,United States,USA,63855.0
Lakeville,44.6776,-93.2521,United States,USA,63748.0
Haverhill,42.7838,-71.0871,United States,USA,63639.0
Castro Valley,37.7092,-122.0632,United States,USA,63625.0
Svobodnyy,51.4062,128.1312,Russia,RUS,63620.0
Zarafshon Shahri,41.5822,64.2018,Uzbekistan,UZB,63543.0
Beloit,42.523,-89.0184,United States,USA,63498.0
Ain Sefra,32.7604,-0.5799,Algeria,DZA,63420.0
Rzhev,56.2574,34.3275,Russia,RUS,63414.0
Bhairahawa,27.5333,83.3833,Nepal,NPL,63367.0
West Hartford,41.7669,-72.7536,United States,USA,63360.0
Pflugerville,30.4525,-97.602,United States,USA,63359.0
Eastvale,33.9617,-117.5802,United States,USA,63211.0
Port Orange,29.1084,-81.0137,United States,USA,63203.0
Encinitas,33.049,-117.2613,United States,USA,63184.0
Bethesda,38.9866,-77.1188,United States,USA,63168.0
Medicine Hat,50.0333,-110.6833,Canada,CAN,63138.0
Knysna,-34.0329,23.0333,South Africa,ZAF,63106.0
Novaya Balakhna,56.4943,43.5944,Russia,RUS,63083.0
Sopur,34.3,74.4667,India,IND,63035.0
Kasongo,-4.45,26.66,Congo (Kinshasa),COD,63000.0
Coffs Harbour,-30.3071,153.1123,Australia,AUS,62978.0
Machiques,10.0704,-72.5499,Venezuela,VEN,62968.0
Balboa,8.95,-79.5667,Panama,PAN,62882.0
Rowlett,32.9157,-96.5488,United States,USA,62868.0
Monessen,40.1519,-79.8828,United States,USA,62833.0
Sebring,27.477,-81.453,United States,USA,62814.0
Greenwich,41.0665,-73.6368,United States,USA,62782.0
Lehi,40.4137,-111.8726,United States,USA,62712.0
Nkawkaw,6.5505,-0.78,Ghana,GHA,62667.0
Coon Rapids,45.1755,-93.3095,United States,USA,62656.0
Belebey,54.1291,54.1187,Russia,RUS,62582.0
Kayes,-4.18,13.28,Congo (Brazzaville),COG,62521.0
Dundalk,39.2703,-76.4942,United States,USA,62516.0
Waltham,42.3889,-71.2423,United States,USA,62442.0
Brentwood,37.9356,-121.719,United States,USA,62433.0
Ankeny,41.7284,-93.6034,United States,USA,62416.0
San Luis Obispo,35.267,-120.6689,United States,USA,62398.0
Tanjungpandan,-2.75,107.65,Indonesia,IDN,62374.0
Springfield,44.0538,-122.981,United States,USA,62353.0
Council Bluffs,41.2369,-95.8518,United States,USA,62316.0
Castle Rock,39.3762,-104.8535,United States,USA,62276.0
Chistopol',55.3648,50.6407,Russia,RUS,62200.0
Hamilton,39.3938,-84.5652,United States,USA,62092.0
Tikhvin,59.6448,33.5144,Russia,RUS,62075.0
Sagua la Grande,22.809,-80.0711,Cuba,CUB,62073.0
Ferkessedougou,9.6004,-5.2,Côte D’Ivoire,CIV,62008.0
Labinsk,44.6348,40.7443,Russia,RUS,61945.0
Fernandopolis,-20.2696,-50.26,Brazil,BRA,61931.0
Mankato,44.1711,-93.9773,United States,USA,61912.0
Noblesville,40.0356,-86.0066,United States,USA,61882.0
Bassar,9.261,0.789,Togo,TGO,61845.0
Moca,19.397,-70.523,Dominican Republic,DOM,61834.0
Iskitim,54.6509,83.2865,Russia,RUS,61827.0
Benevento,41.1337,14.75,Italy,ITA,61791.0
Vyksa,55.3247,42.1644,Russia,RUS,61664.0
Gadsden,34.009,-86.0156,United States,USA,61656.0
Fairfield,41.1775,-73.2733,United States,USA,61611.0
Pula,44.8687,13.8481,Croatia,HRV,61599.0
Sibay,52.7091,58.6387,Russia,RUS,61590.0
Palm Harbor,28.0847,-82.7481,United States,USA,61553.0
Moore,35.3293,-97.4757,United States,USA,61523.0
Hamden,41.3961,-72.9215,United States,USA,61493.0
Burnsville,44.7648,-93.2795,United States,USA,61439.0
Stralsund,54.3004,13.1,Germany,DEU,61368.0
Civitavecchia,42.1004,11.8,Italy,ITA,61316.0
Taylor,42.226,-83.2688,United States,USA,61276.0
Doral,25.8151,-80.3565,United States,USA,61130.0
Coburg,50.2666,10.9666,Germany,DEU,61054.0
Marietta,33.9532,-84.5422,United States,USA,61048.0
Sal'sk,46.4775,41.542,Russia,RUS,61000.0
El Carmen de Bolivar,9.7204,-75.13,Colombia,COL,60980.0
Rome,34.2662,-85.1862,United States,USA,60966.0
Bouafle,6.978,-5.748,Côte D’Ivoire,CIV,60962.0
Dublin,37.7161,-121.8964,United States,USA,60939.0
Sonbong,42.3377,130.4027,"Korea, North",PRK,60864.0
Tartagal,-22.55,-63.81,Argentina,ARG,60819.0
Albany,44.6275,-123.0966,United States,USA,60795.0
San Fernando,-34.58,-70.99,Chile,CHL,60746.0
Shuya,56.8543,41.3643,Russia,RUS,60705.0
Soasio,0.6964,127.436,Indonesia,IDN,60611.0
Langzhong,31.5759,105.9656,China,CHN,60542.0
Xo`jayli Shahri,42.4047,59.4517,Uzbekistan,UZB,60401.0
Reston,38.9497,-77.3461,United States,USA,60352.0
Morristown,36.2047,-83.3005,United States,USA,60316.0
Lakewood,47.1628,-122.5299,United States,USA,60296.0
Zima,53.9331,102.0331,Russia,RUS,60239.0
Bristol,41.6812,-72.9407,United States,USA,60223.0
Millcreek,40.6892,-111.8291,United States,USA,60192.0
Woodland,38.6712,-121.75,United States,USA,60062.0
Crotone,39.0833,17.1233,Italy,ITA,60010.0
Benton Harbor,42.1159,-86.4488,United States,USA,59939.0
Meriden,41.5367,-72.7944,United States,USA,59927.0
Kotlas,61.2631,46.6631,Russia,RUS,59879.0
Chapel Hill,35.927,-79.0391,United States,USA,59862.0
Pontiac,42.6493,-83.2878,United States,USA,59792.0
Linares,38.0833,-3.6334,Spain,ESP,59761.0
Novi,42.4786,-83.4893,United States,USA,59715.0
Port Charlotte,26.9918,-82.114,United States,USA,59654.0
St. Clair Shores,42.4921,-82.8957,United States,USA,59635.0
Beckley,37.7877,-81.184,United States,USA,59629.0
Clay,43.1809,-76.1955,United States,USA,59626.0
Huazhou,32.6804,112.08,China,CHN,59338.0
Sanford,28.7893,-81.276,United States,USA,59317.0
San Felipe,-32.75,-70.72,Chile,CHL,59294.0
Kavala,40.9412,24.4018,Greece,GRC,59240.0
Gannan,47.9204,123.51,China,CHN,59239.0
Midland,43.6239,-84.2316,United States,USA,59138.0
Royal Oak,42.5084,-83.1539,United States,USA,59112.0
Bangor,44.8322,-68.7906,United States,USA,59107.0
Bartlett,35.2337,-89.8195,United States,USA,59102.0
San Rafael,37.9904,-122.5222,United States,USA,59070.0
San Francisco,-31.43,-62.09,Argentina,ARG,59062.0
Goldsboro,35.3777,-77.972,United States,USA,58972.0
Mikhaylovka,50.0679,43.2175,Russia,RUS,58898.0
Solnechnogorsk,56.1807,36.9809,Russia,RUS,58891.0
Bowie,38.9574,-76.7422,United States,USA,58859.0
Tezpur,26.6338,92.8,India,IND,58851.0
Lewiston,44.0915,-70.1681,United States,USA,58796.0
Columbus,39.2094,-85.9183,United States,USA,58771.0
Towson,39.3944,-76.619,United States,USA,58766.0
Orland Park,41.6075,-87.8619,United States,USA,58765.0
Arsen'yev,44.1623,133.2823,Russia,RUS,58700.0
Plymouth,41.8783,-70.6309,United States,USA,58695.0
Casa Grande,32.9068,-111.7624,United States,USA,58632.0
Aketi,2.7405,23.78,Congo (Kinshasa),COD,58601.0
Staunton,38.1593,-79.0611,United States,USA,58470.0
San Pedro,-24.2196,-64.87,Argentina,ARG,58430.0
Des Plaines,42.0344,-87.9008,United States,USA,58193.0
Manchester,41.7753,-72.5242,United States,USA,58172.0
Santee,32.8554,-116.9851,United States,USA,58113.0
Spring,30.0613,-95.383,United States,USA,57932.0
Allanmyo,19.3783,95.2279,Burma,MMR,57897.0
Borovichi,58.3978,33.8974,Russia,RUS,57887.0
Antonio Enes,-16.23,39.91,Mozambique,MOZ,57835.0
Hot Springs,34.4902,-93.0498,United States,USA,57819.0
Walla Walla,46.0669,-118.3365,United States,USA,57779.0
Qunghirot,43.0704,58.9,Uzbekistan,UZB,57758.0
Tiznit,29.7104,-9.74,Morocco,MAR,57705.0
Piscataway,40.5467,-74.4636,United States,USA,57695.0
Hendersonville,36.3063,-86.5998,United States,USA,57517.0
Titusville,28.5727,-80.8193,United States,USA,57497.0
Xankandi,39.8156,46.752,Azerbaijan,AZE,57473.0
Kentau,43.5165,68.5199,Kazakhstan,KAZ,57408.0
Cheremkhovo,53.1588,103.0739,Russia,RUS,57395.0
Greenwood,39.6019,-86.1073,United States,USA,57375.0
Heroica Caborca,30.7161,-112.1642,Mexico,MEX,57357.0
Midwest City,35.463,-97.3709,United States,USA,57308.0
Manhattan,39.1885,-96.6047,United States,USA,57284.0
Punta Alta,-38.88,-62.08,Argentina,ARG,57209.0
St. Peters,38.7825,-90.6061,United States,USA,57178.0
Taunton,41.9036,-71.0943,United States,USA,57139.0
General Pico,-35.6596,-63.77,Argentina,ARG,57029.0
Roslavl',53.9509,32.8604,Russia,RUS,56971.0
Cruzeiro do Sul,-7.63,-72.67,Brazil,BRA,56862.0
Los Andes,-32.8296,-70.6,Chile,CHL,56859.0
East Stroudsburg,41.0023,-75.1779,United States,USA,56771.0
Ridder,50.3554,83.5149,Kazakhstan,KAZ,56756.0
Smyrna,33.8633,-84.5168,United States,USA,56685.0
Tinley Park,41.567,-87.805,United States,USA,56668.0
Diamond Bar,33.9991,-117.8161,United States,USA,56665.0
Weymouth Town,42.1984,-70.9466,United States,USA,56664.0
Garzon,2.2104,-75.65,Colombia,COL,56603.0
Bradenton,27.49,-82.574,United States,USA,56508.0
Jackson,40.098,-74.3579,United States,USA,56501.0
Bayan Hot,38.839,105.6686,China,CHN,56387.0
South Hill,47.1203,-122.2848,United States,USA,56379.0
Pittsfield,42.4517,-73.2605,United States,USA,56291.0
Richland,46.2826,-119.2937,United States,USA,56243.0
Huntersville,35.4057,-80.8729,United States,USA,56212.0
Rotorua,-38.1317,176.2483,New Zealand,NZL,56200.0
Shoreline,47.7564,-122.3426,United States,USA,56189.0
Hof,50.317,11.9167,Germany,DEU,56153.0
Paita,-5.09,-81.12,Peru,PER,56151.0
Lesnoy,58.6436,59.7983,Russia,RUS,56084.0
Nova Vicosa,-17.88,-39.37,Brazil,BRA,55980.0
Novato,38.092,-122.5576,United States,USA,55980.0
Commerce City,39.8643,-104.8433,United States,USA,55923.0
Serres,41.086,23.5497,Greece,GRC,55886.0
Changling,44.27,123.99,China,CHN,55841.0
Cartersville,34.1632,-84.8007,United States,USA,55794.0
Dearborn Heights,42.3164,-83.2769,United States,USA,55758.0
Umm Ruwaba,12.9104,31.2,Sudan,SDN,55742.0
Kingston,41.9295,-73.9968,United States,USA,55695.0
Parachinar,33.8992,70.1008,Pakistan,PAK,55685.0
Sayanogorsk,53.0894,91.4004,Russia,RUS,55642.0
Arqalyq,50.2418,66.8976,Kazakhstan,KAZ,55521.0
Chicopee,42.1764,-72.5719,United States,USA,55515.0
Gelendzhik,44.5748,38.0644,Russia,RUS,55508.0
Vyaz'ma,55.2122,34.2918,Russia,RUS,55500.0
Brive-la-Gaillarde,45.1504,1.5333,France,FRA,55448.0
Hazleton,40.9504,-75.9724,United States,USA,55444.0
Xinqing,48.2363,129.5059,China,CHN,55415.0
Placetas,22.3158,-79.6555,Cuba,CUB,55408.0
Wagga Wagga,-35.1222,147.34,Australia,AUS,55381.0
Concordia,-27.23,-52.03,Brazil,BRA,55367.0
Highland,34.1113,-117.1654,United States,USA,55342.0
Lake Havasu City,34.5006,-114.3113,United States,USA,55341.0
Kribi,2.9404,9.91,Cameroon,CMR,55224.0
Kettering,39.6957,-84.1496,United States,USA,55175.0
Euless,32.8508,-97.0799,United States,USA,55174.0
Wayne,40.9481,-74.2453,United States,USA,55154.0
Tadmur,34.5504,38.2833,Syria,SYR,55111.0
Palm Beach Gardens,26.8486,-80.166,United States,USA,55036.0
Watertown,43.9734,-75.9095,United States,USA,54980.0
Grants Pass,42.4333,-123.3316,United States,USA,54973.0
Blue Springs,39.0123,-94.2722,United States,USA,54945.0
West Haven,41.2739,-72.9672,United States,USA,54843.0
Colton,34.0538,-117.3254,United States,USA,54828.0
Union,42.1258,-76.0329,United States,USA,54817.0
Caldwell,43.6454,-116.6599,United States,USA,54660.0
Ning'an,44.3313,129.4659,China,CHN,54636.0
Fond du Lac,43.7718,-88.4397,United States,USA,54629.0
Arroyo Grande,35.1242,-120.5845,United States,USA,54620.0
Cathedral City,33.8363,-116.4642,United States,USA,54596.0
Cape Girardeau,37.3108,-89.5596,United States,USA,54588.0
El Banco,9.0003,-73.98,Colombia,COL,54522.0
Chivilcoy,-34.9,-60.04,Argentina,ARG,54514.0
Penapolis,-21.41,-50.08,Brazil,BRA,54477.0
Delano,35.767,-119.2637,United States,USA,54471.0
Stonecrest,33.6843,-84.1373,United States,USA,54471.0
Twin Falls,42.5648,-114.4617,United States,USA,54455.0
Williamsport,41.2398,-77.0371,United States,USA,54389.0
Krasnokamensk,50.0665,118.0265,Russia,RUS,54316.0
Ilha de Mocambique,-15.0399,40.6822,Mozambique,MOZ,54315.0
Eagle Pass,28.7125,-100.484,United States,USA,54299.0
Normal,40.522,-88.9877,United States,USA,54284.0
Ash Shihr,14.7593,49.6092,Yemen,YEM,54274.0
Leesburg,39.1058,-77.5544,United States,USA,54215.0
Beaufort,32.4606,-80.7245,United States,USA,54207.0
Parker,39.5084,-104.7755,United States,USA,54202.0
Hacienda Heights,33.997,-117.9728,United States,USA,54155.0
Southaven,34.9514,-89.9787,United States,USA,54031.0
Nuevitas,21.5456,-77.2644,Cuba,CUB,54022.0
Brunswick,31.145,-81.474,United States,USA,54017.0
Grapevine,32.9343,-97.0744,United States,USA,53982.0
Ruteng,-8.6118,120.4698,Indonesia,IDN,53976.0
Chiquinquira,5.6204,-73.8199,Colombia,COL,53975.0
Bozeman,45.6828,-111.0549,United States,USA,53949.0
Azul,-36.7796,-59.87,Argentina,ARG,53941.0
Chicoutimi,48.4333,-71.0667,Canada,CAN,53940.0
Mount Prospect,42.0641,-87.9375,United States,USA,53930.0
Severomorsk,69.0731,33.4231,Russia,RUS,53921.0
Elyria,41.3761,-82.1063,United States,USA,53883.0
Bijar,35.8741,47.5937,Iran,IRN,53871.0
Vyshniy Volochek,57.583,34.5631,Russia,RUS,53800.0
Markala,13.6704,-6.07,Mali,MLI,53738.0
Upata,8.0204,-62.41,Venezuela,VEN,53685.0
Yucaipa,34.0336,-117.043,United States,USA,53683.0
Pamplona,7.3904,-72.66,Colombia,COL,53587.0
DeSoto,32.5992,-96.8633,United States,USA,53568.0
Lenexa,38.9609,-94.8018,United States,USA,53553.0
Brookhaven,33.8744,-84.3314,United States,USA,53518.0
West Sacramento,38.5557,-121.5504,United States,USA,53512.0
Buguruslan,53.663,52.433,Russia,RUS,53511.0
Ilo,-17.64,-71.34,Peru,PER,53476.0
Parsippany-Troy Hills,40.8601,-74.4238,United States,USA,53444.0
Lewiston,46.3934,-116.9934,United States,USA,53436.0
Bellevue,41.1536,-95.9357,United States,USA,53424.0
Grand Island,40.9214,-98.3584,United States,USA,53424.0
Wesley Chapel,28.2106,-82.3238,United States,USA,53414.0
Rio Tercero,-32.1796,-64.12,Argentina,ARG,53389.0
Wheaton,41.8561,-88.1083,United States,USA,53373.0
Katerini,40.2723,22.5025,Greece,GRC,53293.0
Qing'an,46.8719,127.5118,China,CHN,53206.0
Tingo Maria,-9.2896,-75.99,Peru,PER,53177.0
Tigard,45.4237,-122.7845,United States,USA,53148.0
Banes,20.9629,-75.7186,Cuba,CUB,53104.0
Minnetonka,44.9332,-93.4617,United States,USA,53085.0
Peabody,42.5335,-70.9724,United States,USA,52987.0
Alexandroupoli,40.8486,25.8744,Greece,GRC,52979.0
Milford city ,41.2255,-73.0625,United States,USA,52970.0
Mercedes,-34.66,-59.44,Argentina,ARG,52949.0
Palm Desert,33.7378,-116.3695,United States,USA,52932.0
Livny,52.4248,37.6044,Russia,RUS,52915.0
Lompoc,34.6618,-120.4714,United States,USA,52856.0
Pinellas Park,27.8589,-82.7076,United States,USA,52854.0
Port Shepstone,-30.7195,30.46,South Africa,ZAF,52793.0
Lorica,9.2419,-75.816,Colombia,COL,52771.0
Krasnokamsk,58.0747,55.7443,Russia,RUS,52689.0
Siena,43.317,11.35,Italy,ITA,52625.0
Farmington,36.7555,-108.1823,United States,USA,52555.0
Stratford,41.207,-73.1305,United States,USA,52529.0
New Plymouth,-39.0556,174.0748,New Zealand,NZL,52500.0
Porirua,-41.1219,174.8524,New Zealand,NZL,52500.0
Thongwa,16.7547,96.5193,Burma,MMR,52496.0
Jaen,-5.7096,-78.81,Peru,PER,52493.0
Bundaberg,-24.8791,152.3509,Australia,AUS,52472.0
Glendora,34.1449,-117.8467,United States,USA,52445.0
Apple Valley,44.7457,-93.2006,United States,USA,52435.0
Chambersburg,39.9315,-77.6556,United States,USA,52418.0
Hamilton,32.2942,-64.7839,Bermuda,BMU,52320.0
Basankusu,1.2337,19.8,Congo (Kinshasa),COD,52216.0
Tayshet,55.9277,97.9877,Russia,RUS,52184.0
Nyagan',62.1465,65.3814,Russia,RUS,52137.0
Howell,40.1819,-74.1977,United States,USA,52076.0
Kimry,56.8691,37.3444,Russia,RUS,52070.0
Walvisbaai,-22.9575,14.5053,Namibia,NAM,52058.0
Edina,44.8914,-93.3602,United States,USA,51958.0
Levittown,40.1537,-74.853,United States,USA,51945.0
Gwadar,25.139,62.3286,Pakistan,PAK,51901.0
Kentwood,42.8852,-85.5925,United States,USA,51747.0
Burien,47.4762,-122.3393,United States,USA,51671.0
Sierra Vista,31.563,-110.3153,United States,USA,51571.0
Hoffman Estates,42.0639,-88.1468,United States,USA,51567.0
Apopka,28.7013,-81.5303,United States,USA,51564.0
Emden,53.3667,7.2167,Germany,DEU,51526.0
Florissant,38.7996,-90.3269,United States,USA,51443.0
Tefe,-3.36,-64.7,Brazil,BRA,51437.0
Bloomsburg,41.0026,-76.4561,United States,USA,51356.0
Tarma,-11.41,-75.73,Peru,PER,51350.0
Tulun,54.5653,100.5654,Russia,RUS,51330.0
St. Cloud,28.2294,-81.2829,United States,USA,51282.0
Coral Gables,25.7037,-80.2715,United States,USA,51095.0
Hinesville,31.8247,-81.6135,United States,USA,51001.0
Kyshtym,55.7,60.5595,Russia,RUS,50911.0
Irondequoit,43.2096,-77.5705,United States,USA,50890.0
East Hartford,41.7634,-72.6152,United States,USA,50812.0
Ye,15.2533,97.8679,Burma,MMR,50798.0
Mahalapye,-23.1,26.82,Botswana,BWA,50744.0
Mweka,-4.8396,21.57,Congo (Kinshasa),COD,50675.0
New Bern,35.0955,-77.0723,United States,USA,50617.0
Rowland Heights,33.9716,-117.8911,United States,USA,50572.0
Xanthi,41.1418,24.8836,Greece,GRC,50570.0
Passau,48.567,13.4666,Germany,DEU,50560.0
Turbo,8.1004,-76.74,Colombia,COL,50508.0
Hua Hin,12.5697,99.9443,Thailand,THA,50456.0
Apex,35.7246,-78.8698,United States,USA,50451.0
Arjona,10.26,-75.35,Colombia,COL,50405.0
Summerville,33.0016,-80.1795,United States,USA,50388.0
Orangetown,41.0526,-73.9475,United States,USA,50365.0
Sawahlunto,-0.6663,100.7833,Indonesia,IDN,50354.0
Collierville,35.0471,-89.6988,United States,USA,50286.0
Methuen Town,42.734,-71.1889,United States,USA,50259.0
Catalina Foothills,32.3041,-110.8835,United States,USA,50202.0
Ferrenafe,-6.63,-79.8,Peru,PER,50184.0
An Nabk,34.017,36.7333,Syria,SYR,50178.0
North Bay,46.3,-79.45,Canada,CAN,50170.0
Siguiri,11.4171,-9.1666,Guinea,GIN,50159.0
Otradnyy,53.3778,51.3474,Russia,RUS,50127.0
Gogrial,8.5337,28.1167,South Sudan,SSD,50065.0
Poway,32.9872,-117.0201,United States,USA,50041.0
Pozi,23.4611,120.2419,Taiwan,TWN,50000.0
Korogwe,-5.0896,38.54,Tanzania,TZA,50000.0
Lindong,43.9837,119.1834,China,CHN,50000.0
Kahemba,-7.2829,19.0,Congo (Kinshasa),COD,50000.0
Smyrna,35.9722,-86.5253,United States,USA,49969.0
Ashburn,39.03,-77.4711,United States,USA,49895.0
Minot,48.2374,-101.278,United States,USA,49884.0
Monchegorsk,67.9291,32.8287,Russia,RUS,49868.0
Azusa,34.1386,-117.9124,United States,USA,49864.0
Wylie,33.0362,-96.5161,United States,USA,49826.0
Traverse City,44.7547,-85.6035,United States,USA,49806.0
Tacheng,46.75,82.95,China,CHN,49796.0
Lota,-37.0896,-73.16,Chile,CHL,49763.0
Lacey,47.0458,-122.7934,United States,USA,49748.0
Zyryanovsk,49.7453,84.2548,Kazakhstan,KAZ,49658.0
Dunwoody,33.9418,-84.3122,United States,USA,49609.0
Troy,42.7354,-73.6751,United States,USA,49565.0
Berber,18.017,33.9833,Sudan,SDN,49556.0
Downers Grove,41.7949,-88.017,United States,USA,49540.0
Bullhead City,35.1205,-114.546,United States,USA,49531.0
Ifakara,-8.1296,36.68,Tanzania,TZA,49528.0
Bedford,32.8464,-97.135,United States,USA,49486.0
Wilson,35.7312,-77.9284,United States,USA,49372.0
Villa Mercedes,-33.6896,-65.47,Argentina,ARG,49345.0
Ruzayevka,54.0643,44.9244,Russia,RUS,49311.0
Bentonville,36.355,-94.2299,United States,USA,49298.0
Murray,40.6498,-111.8874,United States,USA,49295.0
Libertador General San Martin,-23.8195,-64.79,Argentina,ARG,49267.0
Cuyahoga Falls,41.1641,-81.5207,United States,USA,49247.0
Timimoun,29.2365,0.27,Algeria,DZA,49237.0
Leander,30.5728,-97.8633,United States,USA,49234.0
I-n-Salah,27.2166,2.4666,Algeria,DZA,49223.0
Mishawaka,41.6736,-86.1669,United States,USA,49177.0
Yong'an,31.0504,109.5167,China,CHN,49168.0
Roswell,33.373,-104.5294,United States,USA,49119.0
